row,latitude,longitude,aggresiveness score,lane
0,42.3045852,-83.6927611,21.18589125825727,2.0
1,42.3045852,-83.6927611,21.18589125825727,2.0
2,42.3045852,-83.6927611,21.18589125825727,2.0
3,42.3045852,-83.6927611,21.18589125825727,2.0
4,42.3045852,-83.6927611,21.18589125825727,2.0
5,42.3045852,-83.6927611,21.18589125825727,2.0
6,42.3045852,-83.6927611,21.18589125825727,2.0
7,42.3045852,-83.6927611,21.18589125825727,2.0
8,42.3045852,-83.6927611,21.18589125825727,2.0
9,42.3045852,-83.6927611,21.18589125825727,2.0
10,42.3045852,-83.6927611,21.18589125825727,2.0
11,42.3045852,-83.6927611,21.18589125825727,2.0
12,42.3045852,-83.6927611,21.18589125825727,2.0
13,42.3045852,-83.6927611,21.18589125825727,2.0
14,42.3045852,-83.6927611,21.18589125825727,2.0
15,42.3045852,-83.6927611,21.18589125825727,2.0
16,42.3045852,-83.6927611,21.18589125825727,2.0
17,42.3045852,-83.6927611,21.18589125825727,2.0
18,42.3045852,-83.6927611,21.18589125825727,2.0
19,42.3045852,-83.6927611,21.18589125825727,2.0
20,42.3045852,-83.6927611,21.18589125825727,2.0
21,42.3045852,-83.6927611,21.18589125825727,2.0
22,42.3045852,-83.6927611,21.18589125825727,2.0
23,42.3045852,-83.6927611,21.18589125825727,2.0
24,42.3045852,-83.6927611,21.18589125825727,2.0
25,42.3045852,-83.6927611,21.18589125825727,2.0
26,42.3045852,-83.6927611,21.18589125825727,2.0
27,42.3045852,-83.6927611,21.18589125825727,2.0
28,42.3045852,-83.6927611,21.18589125825727,2.0
29,42.3045852,-83.6927611,21.18589125825727,2.0
30,42.3045858,-83.6927613,21.18589125825727,2.0
31,42.3045865,-83.6927615,21.18589125825727,2.0
32,42.304587299999994,-83.69276169999998,21.18589125825727,2.0
33,42.30458820000001,-83.692762,21.18589125825727,2.0
34,42.3045893,-83.69276239999998,21.18589125825727,2.0
35,42.30458839999999,-83.6927623,21.18589125825727,2.0
36,42.3045893,-83.6927626,21.18589125825727,2.0
37,42.3045929,-83.69276490000001,21.18589125825727,2.0
38,42.30459320000001,-83.69276529999998,21.18589125825727,2.0
39,42.3045956,-83.69276640000002,21.18589125825727,2.0
40,42.304596999999994,-83.69276690000002,21.18589125825727,2.0
41,42.3046003,-83.69276839999998,21.18589125825727,2.0
42,42.304602100000004,-83.69276909999998,21.18589125825727,2.0
43,42.30460410000001,-83.6927699,21.18589125825727,2.0
44,42.3046062,-83.69277079999998,21.18589125825727,2.0
45,42.3046085,-83.6927718,21.18589125825727,2.0
46,42.3046109,-83.69277269999998,21.18589125825727,2.0
47,42.3046,-83.6927697,21.18589125825727,2.0
48,42.30460220000001,-83.6927705,21.18589125825727,2.0
49,42.3046044,-83.69277129999998,21.18589125825727,2.0
50,42.3046066,-83.69277220000002,21.18589125825727,2.0
51,42.304609,-83.6927731,21.18589125825727,2.0
52,42.3046115,-83.692774,21.18589125825727,2.0
53,42.3046141,-83.692775,21.18589125825727,2.0
54,42.3046481,-83.6927907,21.18589125825727,2.0
55,42.3046524,-83.69279250000002,21.18589125825727,2.0
56,42.3046568,-83.6927943,21.18589125825727,2.0
57,42.304661,-83.692796,21.18589125825727,2.0
58,42.3046656,-83.692798,21.18589125825727,2.0
59,42.3046789,-83.69280169999998,21.18589125825727,2.0
60,42.3046896,-83.6928061,21.18589125825727,2.0
61,42.30469779999999,-83.6928095,21.18589125825727,2.0
62,42.3047006,-83.69281070000002,21.18589125825727,2.0
63,42.3047126,-83.69281459999998,21.18589125825727,2.0
64,42.3047184,-83.69281699999998,21.18589125825727,2.0
65,42.3047242,-83.6928195,21.18589125825727,2.0
66,42.3047301,-83.6928223,21.18589125825727,2.0
67,42.304733,-83.6928235,21.18589125825727,2.0
68,42.3047413,-83.69282659999998,21.18589125825727,2.0
69,42.3047473,-83.69282940000002,21.18589125825727,2.0
70,42.3047591,-83.6928353,21.18589125825727,2.0
71,42.304765,-83.69283850000002,21.18589125825727,2.0
72,42.3047728,-83.69284239999998,21.18589125825727,2.0
73,42.3047787,-83.6928458,21.18589125825727,2.0
74,42.3047875,-83.69285119999998,21.18589125825727,2.0
75,42.30479320000001,-83.69285529999998,21.18589125825727,2.0
76,42.3047989,-83.6928592,21.18589125825727,2.0
77,42.3048027,-83.69286149999998,21.18589125825727,2.0
78,42.3048111,-83.69286799999998,21.18589125825727,2.0
79,42.3048166,-83.6928724,21.18589125825727,2.0
80,42.304821999999994,-83.69287709999998,21.18589125825727,2.0
81,42.30482720000001,-83.6928818,21.18589125825727,2.0
82,42.3048385,-83.6928918,21.18589125825727,2.0
83,42.3048483,-83.6929028,21.18589125825727,2.0
84,42.3048531,-83.69290840000002,21.18589125825727,2.0
85,42.3048583,-83.69291379999999,21.18589125825727,2.0
86,42.3048628,-83.69291969999998,21.18589125825727,2.0
87,42.3048714,-83.6929322,21.18589125825727,2.0
88,42.3048755,-83.6929385,21.18589125825727,2.0
89,42.3048847,-83.69295179999997,21.18589125825727,2.0
90,42.3048919,-83.6929658,21.18589125825727,2.0
91,42.304899799999994,-83.6929804,21.18589125825727,2.0
92,42.3049151,-83.6930191,21.18589125825727,2.0
93,42.3049176,-83.6930272,21.18589125825727,2.0
94,42.3049198,-83.6930355,21.18589125825727,2.0
95,42.3049218,-83.6930438,21.18589125825727,2.0
96,42.3049237,-83.6930522,21.18589125825727,2.0
97,42.3049268,-83.69306089999998,21.18589125825727,2.0
98,42.3049297,-83.6930783,21.18589125825727,2.0
