row,latitude,longitude,aggresiveness score,lane
0,42.3043077,-83.69264090000001,100.0,1.0
1,42.3043112,-83.69264090000001,100.0,1.0
2,42.3043186,-83.69264090000001,100.0,1.0
3,42.3043226,-83.69264100000002,100.0,1.0
4,42.3043266,-83.69264100000002,100.0,1.0
5,42.304330900000004,-83.69264129999998,100.0,1.0
6,42.30433529999999,-83.69264129999998,100.0,1.0
7,42.30433970000001,-83.69264150000002,100.0,1.0
8,42.3043444,-83.6926416,100.0,1.0
9,42.3043491,-83.69264179999998,100.0,1.0
10,42.304354,-83.69264190000001,100.0,1.0
11,42.3043639,-83.6926421,100.0,1.0
12,42.3043691,-83.69264229999997,100.0,1.0
13,42.3043744,-83.69264240000003,100.0,1.0
14,42.3043907,-83.69264299999998,100.0,1.0
15,42.3043965,-83.69264319999998,100.0,1.0
16,42.30440220000001,-83.6926434,100.0,1.0
17,42.3044081,-83.6926436,100.0,1.0
18,42.3044141,-83.69264390000002,100.0,1.0
19,42.3044202,-83.6926441,100.0,1.0
20,42.3044265,-83.6926447,100.0,1.0
21,42.3044328,-83.6926446,100.0,1.0
22,42.3044393,-83.6926451,100.0,1.0
23,42.3044524,-83.6926457,100.0,1.0
24,42.304459,-83.69264609999998,100.0,1.0
25,42.3044793,-83.69264749999998,100.0,1.0
26,42.3045065,-83.6926502,100.0,1.0
27,42.3045133,-83.6926507,100.0,1.0
28,42.304520200000006,-83.6926517,100.0,1.0
29,42.30453410000001,-83.69265340000003,100.0,1.0
30,42.3045411,-83.6926543,100.0,1.0
31,42.3045482,-83.69265519999998,100.0,1.0
32,42.3045552,-83.6926563,100.0,1.0
33,42.30456229999999,-83.69265759999998,100.0,1.0
34,42.3045695,-83.69265859999999,100.0,1.0
35,42.30457670000001,-83.6926601,100.0,1.0
36,42.30458400000001,-83.69266119999997,100.0,1.0
37,42.30459129999999,-83.69266259999998,100.0,1.0
38,42.304606,-83.6926656,100.0,1.0
39,42.304613399999994,-83.69266689999998,100.0,1.0
40,42.3046208,-83.69266879999998,100.0,1.0
41,42.3046284,-83.6926703,100.0,1.0
42,42.3046359,-83.6926721,100.0,1.0
43,42.3046435,-83.6926739,100.0,1.0
44,42.3046512,-83.6926757,100.0,1.0
45,42.3046588,-83.6926778,100.0,1.0
46,42.3046665,-83.6926797,100.0,1.0
47,42.3046743,-83.6926819,100.0,1.0
48,42.3046821,-83.6926841,100.0,1.0
49,42.3046899,-83.6926864,100.0,1.0
50,42.304697600000004,-83.6926886,100.0,1.0
51,42.3047134,-83.69269349999998,100.0,1.0
52,42.3047214,-83.692696,100.0,1.0
53,42.3047451,-83.69270379999998,100.0,1.0
54,42.3047531,-83.692707,100.0,1.0
55,42.3047611,-83.69270959999999,100.0,1.0
56,42.304777,-83.69271549999998,100.0,1.0
57,42.304793,-83.69272159999998,100.0,1.0
58,42.304801,-83.69272480000002,100.0,1.0
59,42.304817,-83.6927312,100.0,1.0
60,42.3048251,-83.6927351,100.0,1.0
61,42.304833200000004,-83.69273849999998,100.0,1.0
62,42.3048414,-83.69274190000002,100.0,1.0
63,42.304849600000004,-83.6927457,100.0,1.0
64,42.30485770000001,-83.69274949999998,100.0,1.0
65,42.3048659,-83.69275329999998,100.0,1.0
66,42.304874100000006,-83.6927571,100.0,1.0
67,42.3048823,-83.69276119999998,100.0,1.0
68,42.3048906,-83.69276550000002,100.0,1.0
69,42.3048989,-83.6927697,100.0,1.0
70,42.3049072,-83.6927738,100.0,1.0
71,42.3049157,-83.69277819999998,100.0,1.0
72,42.3049241,-83.69278259999999,100.0,1.0
73,42.3049408,-83.6927913,100.0,1.0
74,42.3049493,-83.69279569999998,100.0,1.0
75,42.3049579,-83.6928003,100.0,1.0
76,42.3049664,-83.69280499999998,100.0,1.0
77,42.3049748,-83.69280979999998,100.0,1.0
78,42.3049834,-83.6928144,100.0,1.0
79,42.304992,-83.6928193,100.0,1.0
80,42.3050007,-83.69282390000002,100.0,1.0
81,42.3050094,-83.6928286,100.0,1.0
82,42.30501810000001,-83.69283320000002,100.0,1.0
83,42.3050268,-83.6928379,100.0,1.0
84,42.305035600000004,-83.6928427,100.0,1.0
85,42.30504439999999,-83.6928475,100.0,1.0
86,42.3050535,-83.6928521,100.0,1.0
87,42.305062400000004,-83.6928569,100.0,1.0
88,42.3050714,-83.69286149999998,100.0,1.0
89,42.305089100000004,-83.69287039999998,100.0,1.0
90,42.3050983,-83.69287469999998,100.0,1.0
91,42.3051074,-83.6928791,100.0,1.0
92,42.3051165,-83.6928835,100.0,1.0
93,42.3051258,-83.69288759999998,100.0,1.0
94,42.305135,-83.6928918,100.0,1.0
95,42.3051442,-83.6928963,100.0,1.0
96,42.3051535,-83.69290029999998,100.0,1.0
97,42.3051725,-83.6929085,100.0,1.0
98,42.3051821,-83.6929123,100.0,1.0
