row,latitude,longitude,aggresiveness score,lane,time
0,42.3056029,-83.6910906,40.0,3,2020-06-16T00:00:00
1,42.3055997,-83.69110310000000,40.0,3,2020-06-16T00:00:01
2,42.3055963,-83.69111550000000,40.0,3,2020-06-16T00:00:02
3,42.3055931,-83.6911281,40.0,3,2020-06-16T00:00:03
4,42.3055895,-83.6911406,40.0,3,2020-06-16T00:00:04
5,42.3055859,-83.691153,40.0,3,2020-06-16T00:00:05
6,42.3055823,-83.6911657,40.0,3,2020-06-16T00:00:06
7,42.3055754,-83.69119120000000,40.0,3,2020-06-16T00:00:07
8,42.3055684,-83.6912171,40.0,3,2020-06-16T00:00:08
9,42.3055645,-83.69123000000000,40.0,3,2020-06-16T00:00:09
10,42.3055612,-83.691243,40.253164556962000,3,2020-06-16T00:00:10
11,42.3055577,-83.69125610000000,40.253164556962000,3,2020-06-16T00:00:11
12,42.3055541,-83.6912693,40.253164556962000,3,2020-06-16T00:00:12
13,42.30555070000000,-83.69128220000000,40.253164556962000,3,2020-06-16T00:00:13
14,42.30554710000000,-83.6912952,40.253164556962000,3,2020-06-16T00:00:14
15,42.3055433,-83.6913084,40.253164556962000,3,2020-06-16T00:00:15
16,42.3055396,-83.6913216,40.253164556962000,3,2020-06-16T00:00:16
17,42.3055362,-83.6913349,40.253164556962000,3,2020-06-16T00:00:17
18,42.3055323,-83.69134820000000,40.253164556962000,3,2020-06-16T00:00:18
19,42.30552480000000,-83.69137510000000,40.253164556962000,3,2020-06-16T00:00:19
20,42.305521,-83.69138870000000,40.253164556962000,3,2020-06-16T00:00:20
21,42.305517200000000,-83.6914023,40.253164556962000,3,2020-06-16T00:00:21
22,42.30551320000000,-83.69141600000000,40.253164556962000,3,2020-06-16T00:00:22
23,42.3055098,-83.69142990000000,40.253164556962000,3,2020-06-16T00:00:23
24,42.3055062,-83.69144370000000,40.253164556962000,3,2020-06-16T00:00:24
25,42.3055024,-83.6914575,40.253164556962000,3,2020-06-16T00:00:25
26,42.305494700000000,-83.6914852,40.253164556962000,3,2020-06-16T00:00:26
27,42.3054908,-83.69149920000000,40.253164556962000,3,2020-06-16T00:00:27
28,42.30547960000000,-83.691541,40.253164556962000,3,2020-06-16T00:00:28
29,42.3054755,-83.69155490000000,40.253164556962000,3,2020-06-16T00:00:29
30,42.3054717,-83.69156890000000,40.253164556962000,3,2020-06-16T00:00:30
31,42.3054677,-83.6915829,40.253164556962000,3,2020-06-16T00:00:31
32,42.3054638,-83.69159690000000,40.253164556962000,3,2020-06-16T00:00:32
33,42.3054562,-83.69162520000000,40.253164556962000,3,2020-06-16T00:00:33
34,42.3054523,-83.6916392,40.253164556962000,3,2020-06-16T00:00:34
35,42.3054481,-83.69165320000000,40.253164556962000,3,2020-06-16T00:00:35
36,42.305444200000000,-83.69166750000000,40.253164556962000,3,2020-06-16T00:00:36
37,42.3054402,-83.6916816,40.253164556962000,3,2020-06-16T00:00:37
38,42.3054364,-83.6916959,40.253164556962000,3,2020-06-16T00:00:38
39,42.3054323,-83.6917101,40.253164556962000,3,2020-06-16T00:00:39
40,42.3054285,-83.69172450000000,40.166666666666700,3,2020-06-16T00:00:40
41,42.3054244,-83.69173890000000,40.166666666666700,3,2020-06-16T00:00:41
42,42.305420300000000,-83.69175340000000,40.166666666666700,3,2020-06-16T00:00:42
43,42.3054164,-83.6917678,40.166666666666700,3,2020-06-16T00:00:43
44,42.305412200000000,-83.69178240000000,40.166666666666700,3,2020-06-16T00:00:44
45,42.3054079,-83.691797,40.166666666666700,3,2020-06-16T00:00:45
46,42.3054039,-83.6918117,40.166666666666700,3,2020-06-16T00:00:46
47,42.3053996,-83.69182630000000,40.166666666666700,3,2020-06-16T00:00:47
48,42.3053953,-83.69184110000000,40.166666666666700,3,2020-06-16T00:00:48
49,42.3053914,-83.69185590000000,40.166666666666700,3,2020-06-16T00:00:49
50,42.30538720000000,-83.69187060000000,40.166666666666700,3,2020-06-16T00:00:50
51,42.3053829,-83.6918853,40.166666666666700,3,2020-06-16T00:00:51
52,42.3053787,-83.6919001,40.166666666666700,3,2020-06-16T00:00:52
53,42.3053748,-83.69191480000000,40.166666666666700,3,2020-06-16T00:00:53
54,42.305370400000000,-83.6919296,40.166666666666700,3,2020-06-16T00:00:54
55,42.3053662,-83.6919444,40.166666666666700,3,2020-06-16T00:00:55
56,42.3053623,-83.6919593,40.166666666666700,3,2020-06-16T00:00:56
57,42.305358,-83.691974,40.166666666666700,3,2020-06-16T00:00:57
58,42.3053541,-83.69198900000000,40.166666666666700,3,2020-06-16T00:00:58
59,42.30535,-83.6920038,40.166666666666700,3,2020-06-16T00:00:59
60,42.3053458,-83.69201870000000,40.166666666666700,3,2020-06-16T00:01:00
61,42.3053417,-83.69203360000000,40.166666666666700,3,2020-06-16T00:01:01
62,42.3053333,-83.69206330000000,40.166666666666700,3,2020-06-16T00:01:02
63,42.3053292,-83.69207830000000,40.166666666666700,3,2020-06-16T00:01:03
64,42.3053251,-83.69209340000000,40.166666666666700,3,2020-06-16T00:01:04
65,42.3053209,-83.69210860000000,40.166666666666700,3,2020-06-16T00:01:05
66,42.30531660000000,-83.69212370000000,40.166666666666700,3,2020-06-16T00:01:06
67,42.3053123,-83.6921388,40.166666666666700,3,2020-06-16T00:01:07
68,42.3053081,-83.6921541,40.166666666666700,3,2020-06-16T00:01:08
69,42.3053036,-83.6921693,40.166666666666700,3,2020-06-16T00:01:09
70,42.3052995,-83.69218470000000,40.166666666666700,3,2020-06-16T00:01:10
71,42.3052952,-83.6922001,40.166666666666700,3,2020-06-16T00:01:11
72,42.3052909,-83.6922155,40.166666666666700,3,2020-06-16T00:01:12
73,42.3052868,-83.6922309,40.166666666666700,3,2020-06-16T00:01:13
74,42.3052778,-83.6922621,40.166666666666700,3,2020-06-16T00:01:14
75,42.3052735,-83.69227770000000,40.166666666666700,3,2020-06-16T00:01:15
76,42.30526920000000,-83.6922934,40.166666666666700,3,2020-06-16T00:01:16
77,42.3052648,-83.69230910000000,40.166666666666700,3,2020-06-16T00:01:17
78,42.3052602,-83.692325,40.166666666666700,3,2020-06-16T00:01:18
79,42.3052558,-83.6923407,40.166666666666700,3,2020-06-16T00:01:19
80,42.3052511,-83.6923566,40.166666666666700,3,2020-06-16T00:01:20
81,42.305246400000000,-83.69237250000000,40.166666666666700,3,2020-06-16T00:01:21
82,42.305242,-83.6923887,40.166666666666700,3,2020-06-16T00:01:22
83,42.3052373,-83.69240490000000,40.166666666666700,3,2020-06-16T00:01:23
