row,latitude,longitude,aggresiveness score,lane,time
0,42.305837,-83.6903176,42.450099354368500,3,2020-06-16T00:00:00
1,42.3058327,-83.6903322,42.450099354368500,3,2020-06-16T00:00:01
2,42.3058285,-83.69034670000000,42.450099354368500,3,2020-06-16T00:00:02
3,42.30582020000000,-83.69037590000000,42.450099354368500,3,2020-06-16T00:00:03
4,42.305816,-83.69039050000000,42.450099354368500,3,2020-06-16T00:00:04
5,42.30581160000000,-83.6904053,42.450099354368500,3,2020-06-16T00:00:05
6,42.3058032,-83.69043510000000,42.450099354368500,3,2020-06-16T00:00:06
7,42.3057989,-83.69045,42.450099354368500,3,2020-06-16T00:00:07
8,42.3057946,-83.6904651,42.450099354368500,3,2020-06-16T00:00:08
9,42.3057903,-83.69048030000000,42.450099354368500,3,2020-06-16T00:00:09
10,42.30577810000000,-83.69052590000000,42.450099354368500,3,2020-06-16T00:00:10
11,42.3057698,-83.6905565,42.450099354368500,3,2020-06-16T00:00:11
12,42.3057612,-83.69058730000000,42.450099354368500,3,2020-06-16T00:00:12
13,42.305753,-83.69061840000000,42.450099354368500,3,2020-06-16T00:00:13
14,42.3057448,-83.69064930000000,42.450099354368500,3,2020-06-16T00:00:14
15,42.3057399,-83.6906647,42.450099354368500,3,2020-06-16T00:00:15
16,42.30572700000000,-83.69071170000000,42.450099354368500,3,2020-06-16T00:00:16
17,42.305722700000000,-83.69072790000000,42.450099354368500,3,2020-06-16T00:00:17
18,42.305714200000000,-83.6907592,42.450099354368500,3,2020-06-16T00:00:18
19,42.3057003,-83.69080670000000,42.450099354368500,3,2020-06-16T00:00:19
20,42.305691100000000,-83.6908388,42.450099354368500,3,2020-06-16T00:00:20
21,42.305682,-83.69087090000000,42.450099354368500,3,2020-06-16T00:00:21
22,42.3056775,-83.69088700000000,42.450099354368500,3,2020-06-16T00:00:22
23,42.3056685,-83.6909196,42.450099354368500,3,2020-06-16T00:00:23
24,42.305664,-83.69093580000000,42.450099354368500,3,2020-06-16T00:00:24
25,42.305641200000000,-83.6910176,42.450099354368500,3,2020-06-16T00:00:25
26,42.30563660000000,-83.691034,42.450099354368500,3,2020-06-16T00:00:26
