row,latitude,longitude,aggresiveness score,lane
0,42.3052981,-83.6931288,62.144319558768245,2.0
1,42.3052981,-83.6931288,62.144319558768245,2.0
2,42.3052981,-83.6931288,62.144319558768245,2.0
3,42.3052981,-83.6931288,62.144319558768245,2.0
4,42.3052981,-83.6931288,62.144319558768245,2.0
5,42.3052981,-83.6931288,62.144319558768245,2.0
6,42.3052981,-83.6931288,62.144319558768245,2.0
7,42.3052981,-83.6931288,62.144319558768245,2.0
8,42.3052981,-83.6931288,62.144319558768245,2.0
9,42.3052981,-83.6931288,62.144319558768245,2.0
10,42.3052981,-83.6931288,62.144319558768245,2.0
11,42.3052981,-83.6931288,62.144319558768245,2.0
12,42.3052981,-83.6931288,62.144319558768245,2.0
13,42.3052981,-83.6931288,62.144319558768245,2.0
14,42.3052981,-83.6931288,62.144319558768245,2.0
15,42.3052981,-83.6931288,62.144319558768245,2.0
16,42.3052981,-83.6931288,62.144319558768245,2.0
17,42.3052981,-83.6931288,62.144319558768245,2.0
18,42.3052981,-83.6931288,62.144319558768245,2.0
19,42.3052981,-83.6931288,62.144319558768245,2.0
20,42.3052981,-83.6931288,62.144319558768245,2.0
21,42.3052981,-83.6931288,62.144319558768245,2.0
22,42.3052981,-83.6931288,62.144319558768245,2.0
23,42.3052981,-83.6931288,62.144319558768245,2.0
24,42.3052981,-83.6931288,62.144319558768245,2.0
25,42.3052981,-83.6931288,62.144319558768245,2.0
26,42.3052981,-83.6931288,62.144319558768245,2.0
27,42.3052981,-83.6931288,62.144319558768245,2.0
28,42.3052981,-83.6931288,62.144319558768245,2.0
29,42.3052981,-83.6931288,62.144319558768245,2.0
30,42.3052981,-83.6931288,100.0,2.0
31,42.3052981,-83.6931288,100.0,2.0
32,42.3052981,-83.6931288,100.0,2.0
33,42.3052981,-83.6931288,100.0,2.0
34,42.3052981,-83.6931288,100.0,2.0
35,42.3052981,-83.6931288,100.0,2.0
36,42.3052981,-83.6931288,100.0,2.0
37,42.3052981,-83.6931288,100.0,2.0
38,42.3052981,-83.6931288,100.0,2.0
39,42.3052981,-83.6931288,100.0,2.0
40,42.3052981,-83.6931288,100.0,2.0
41,42.3052981,-83.6931288,100.0,2.0
42,42.3052981,-83.6931288,100.0,2.0
43,42.3052981,-83.6931288,100.0,2.0
44,42.3052981,-83.6931288,100.0,2.0
45,42.3052981,-83.6931288,100.0,2.0
46,42.3052981,-83.6931288,100.0,2.0
47,42.3052981,-83.6931288,100.0,2.0
48,42.3052981,-83.6931288,100.0,2.0
49,42.3052981,-83.6931288,100.0,2.0
50,42.3052981,-83.6931288,100.0,2.0
51,42.3052981,-83.6931288,100.0,2.0
52,42.305297100000004,-83.6931291,100.0,2.0
53,42.3052963,-83.69312729999999,100.0,2.0
54,42.3052959,-83.6931278,100.0,2.0
55,42.3052952,-83.6931295,100.0,2.0
56,42.3052943,-83.69312790000002,100.0,2.0
57,42.3052932,-83.69312699999998,100.0,2.0
58,42.3052924,-83.6931288,100.0,2.0
59,42.30529129999999,-83.69312740000002,100.0,2.0
60,42.3052899,-83.69312719999998,100.0,2.0
61,42.3052891,-83.69312740000002,100.0,2.0
62,42.3052876,-83.6931266,100.0,2.0
63,42.3052842,-83.69312629999997,100.0,2.0
64,42.30528320000001,-83.69312649999998,100.0,2.0
65,42.3052813,-83.69312579999998,100.0,2.0
66,42.3052793,-83.69312540000001,100.0,2.0
67,42.305278200000004,-83.6931255,100.0,2.0
68,42.3052771,-83.6931255,100.0,2.0
69,42.3052759,-83.6931249,100.0,2.0
70,42.3052744,-83.69312479999998,100.0,2.0
71,42.3052709,-83.69312409999998,100.0,2.0
72,42.3052689,-83.6931235,100.0,2.0
73,42.3052665,-83.6931232,100.0,2.0
74,42.3052641,-83.6931225,100.0,2.0
75,42.3052554,-83.6931208,100.0,2.0
76,42.30525220000001,-83.69311979999998,100.0,2.0
77,42.3052485,-83.6931194,100.0,2.0
78,42.3052448,-83.69311789999998,100.0,2.0
79,42.305218,-83.693111,100.0,2.0
80,42.305212899999994,-83.69310959999999,100.0,2.0
81,42.305207700000004,-83.6931079,100.0,2.0
82,42.305202200000004,-83.693106,100.0,2.0
83,42.3051965,-83.69310440000002,100.0,2.0
84,42.305184600000004,-83.6931003,100.0,2.0
85,42.3051784,-83.69309820000002,100.0,2.0
86,42.3051721,-83.6930958,100.0,2.0
87,42.3051655,-83.6930936,100.0,2.0
88,42.305152,-83.6930893,100.0,2.0
89,42.3051384,-83.69308339999998,100.0,2.0
90,42.3051313,-83.69308099999998,100.0,2.0
91,42.3051242,-83.69307839999998,100.0,2.0
92,42.30511679999999,-83.6930752,100.0,2.0
93,42.30510200000001,-83.6930694,100.0,2.0
94,42.3050945,-83.69306639999998,100.0,2.0
95,42.3050871,-83.69306329999998,100.0,2.0
96,42.3050795,-83.6930601,100.0,2.0
97,42.3050718,-83.6930567,100.0,2.0
98,42.3050641,-83.69305340000003,100.0,2.0
